txtb_year,textbox1,textbox4,txtb_value
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",8/2013,"136,7"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",9/2013,"99,0"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",10/2013,"141,0"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",11/2013,"146,7"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",12/2013,"111,7"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",1/2014,"83,4"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",2/2014,"74,1"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",3/2014,"55,3"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",4/2014,"49,5"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",5/2014,"63,0"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",6/2014,"20,4"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",7/2014,"-1,4"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",8/2014,"10,3"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",9/2014,"27,6"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",10/2014,"3,7"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",11/2014,"4,5"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",12/2014,"0,5"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",1/2015,"23,2"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",2/2015,"14,6"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",3/2015,"2,1"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",4/2015,"-4,1"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",5/2015,"-7,7"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",6/2015,"-20,1"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",7/2015,"-16,7"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",8/2015,"-22,7"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",9/2015,"-33,8"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",10/2015,"-26,4"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",11/2015,"-29,6"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",12/2015,"-39,0"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",1/2016,"-45,1"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",2/2016,"-45,5"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",3/2016,"-34,9"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",4/2016,"-35,6"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",5/2016,"-40,0"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",6/2016,"-14,8"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",7/2016,"-23,8"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",8/2016,"-29,3"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",9/2016,"-36,7"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",10/2016,"-50,3"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",11/2016,"-45,3"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",12/2016,"-40,8"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",1/2017,"-51,1"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",2/2017,"-44,4"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",3/2017,"-49,0"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",4/2017,"-42,4"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",5/2017,"-40,5"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",6/2017,"-52,7"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",7/2017,"-39,0"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",8/2017,"-32,0"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",9/2017,"-30,0"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",10/2017,"-17,9"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",11/2017,"-16,9"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",12/2017,"-3,5"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",1/2018,"-10,8"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",2/2018,"-12,1"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",3/2018,"-10,0"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",4/2018,"-5,3"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",5/2018,"10,1"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",6/2018,"-6,5"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",7/2018,"-4,9"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",8/2018,"-4,8"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",9/2018,"-1,2"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",10/2018,"2,5"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",11/2018,"-0,4"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",12/2018,"3,4"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",1/2019,"14,6"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",2/2019,"16,5"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",3/2019,"9,7"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",4/2019,"8,2"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",5/2019,"-7,2"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",6/2019,"11,8"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",7/2019,"10,3"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",8/2019,"7,4"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",9/2019,"6,7"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",10/2019,"8,0"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",11/2019,"9,1"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",12/2019,"8,5"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",1/2020,"4,5"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",2/2020,"2,9"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",3/2020,"16,6"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",4/2020,"11,3"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",5/2020,"10,0"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",6/2020,"5,9"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",7/2020,"7,7"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",8/2020,"9,2"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",9/2020,"11,0"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",10/2020,"9,8"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",11/2020,"7,8"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",12/2020,"-2,4"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",1/2021,"-0,8"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",2/2021,"-0,2"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",3/2021,"-5,6"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",4/2021,"-8,2"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",5/2021,"0,5"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",6/2021,"3,4"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",7/2021,"4,3"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",8/2021,"4,2"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",9/2021,"6,6"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",10/2021,"-4,6"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",11/2021,"-1,9"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",12/2021,"26,6"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",1/2022,"26,1"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",2/2022,"25,0"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",3/2022,"24,0"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",4/2022,"33,8"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",5/2022,"24,9"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",6/2022,"52,9"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",7/2022,"40,3"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",8/2022,"40,5"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",9/2022,"38,8"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",10/2022,"51,6"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",11/2022,"56,9"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",12/2022,"38,6"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",1/2023,"36,0"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",2/2023,"35,4"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",3/2023,"34,8"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",4/2023,"33,1"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",5/2023,"29,7"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",6/2023,"2,4"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",7/2023,"10,0"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",8/2023,"9,2"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",9/2023,"9,5"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",10/2023,"10,9"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",11/2023,"5,2"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",12/2023,"-0,5"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",1/2024,"-20,2"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",2/2024,"-18,2"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",3/2024,"-18,7"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",4/2024,"-16,2"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",5/2024,"-21,2"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",6/2024,"-21,0"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","12 kk:n muutos (1), %",7/2024,"-21,1"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",1/2003,"3,73"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",2/2003,"3,61"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",3/2003,"3,61"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",4/2003,"3,46"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",5/2003,"3,51"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",6/2003,"3,46"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",7/2003,"3,40"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",8/2003,"3,38"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",9/2003,"3,19"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",10/2003,"2,81"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",11/2003,"3,26"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",12/2003,"3,34"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",1/2004,"3,20"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",2/2004,"3,17"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",3/2004,"3,00"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",4/2004,"3,10"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",5/2004,"3,08"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",6/2004,"3,05"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",7/2004,"3,11"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",8/2004,"3,12"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",9/2004,"3,13"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",10/2004,"3,10"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",11/2004,"3,01"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",12/2004,"3,10"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",1/2005,"3,10"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",2/2005,"2,89"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",3/2005,"3,07"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",4/2005,"3,07"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",5/2005,"3,11"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",6/2005,"3,12"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",7/2005,"3,13"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",8/2005,"3,15"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",9/2005,"3,00"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",10/2005,"3,18"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",11/2005,"2,65"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",12/2005,"3,21"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",1/2006,"3,18"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",2/2006,"3,00"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",3/2006,"3,33"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",4/2006,"3,25"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",5/2006,"3,31"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",6/2006,"3,41"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",7/2006,"3,51"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",8/2006,"3,57"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",9/2006,"3,60"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",10/2006,"3,58"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",11/2006,"3,83"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",12/2006,"4,00"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",1/2007,"4,00"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",2/2007,"4,15"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",3/2007,"4,19"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",4/2007,"4,14"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",5/2007,"4,31"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",6/2007,"4,38"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",7/2007,"4,44"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",8/2007,"4,55"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",9/2007,"4,60"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",10/2007,"4,54"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",11/2007,"4,03"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",12/2007,"4,89"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",1/2008,"4,74"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",2/2008,"4,75"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",3/2008,"4,75"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",4/2008,"5,06"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",5/2008,"5,18"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",6/2008,"5,34"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",7/2008,"5,21"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",8/2008,"5,28"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",9/2008,"5,59"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",10/2008,"5,50"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",11/2008,"4,98"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",12/2008,"4,37"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",1/2009,"4,10"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",2/2009,"3,54"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",3/2009,"2,91"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",4/2009,"2,56"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",5/2009,"2,44"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",6/2009,"2,47"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",7/2009,"2,25"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",8/2009,"2,13"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",9/2009,"1,93"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",10/2009,"1,89"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",11/2009,"1,85"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",12/2009,"1,82"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",1/2010,"1,85"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",2/2010,"1,83"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",3/2010,"1,85"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",4/2010,"2,23"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",5/2010,"2,20"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",6/2010,"2,13"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",7/2010,"2,17"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",8/2010,"2,19"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",9/2010,"2,27"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",10/2010,"2,28"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",11/2010,"2,27"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",12/2010,"2,40"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",1/2011,"2,38"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",2/2011,"2,31"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",3/2011,"2,45"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",4/2011,"2,53"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",5/2011,"2,54"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",6/2011,"2,60"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",7/2011,"2,64"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",8/2011,"2,58"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",9/2011,"2,30"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",10/2011,"2,34"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",11/2011,"2,23"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",12/2011,"2,20"
"Rahoitus- ja vakuutuslaitoksille
(pl. rahalaitokset)","Keskikorko, %",1/2012,"2,19"
